Aikaleima(dd-mm-YYYY HH:MM:SS);Opiskelija;Tehtävä
28-09-2020 20:15:07;Opiskelija_134;L04-T4
25-09-2020 17:28:59;Opiskelija_135;L04-T4
22-09-2020 13:17:53;Opiskelija_136;L04-T4
22-09-2020 09:53:54;Opiskelija_137;L04-T4
22-09-2020 08:36:47;Opiskelija_141;L04-T4
24-09-2020 13:02:42;Opiskelija_143;L04-T4
28-09-2020 16:32:14;Opiskelija_144;L04-T4
28-09-2020 21:19:13;Opiskelija_145;L04-T4
22-09-2020 15:29:32;Opiskelija_146;L04-T4
28-09-2020 21:30:08;Opiskelija_147;L04-T4
23-09-2020 13:34:46;Opiskelija_150;L04-T4
24-09-2020 10:58:38;Opiskelija_151;L04-T4
25-09-2020 13:34:39;Opiskelija_152;L04-T4
23-09-2020 15:40:09;Opiskelija_153;L04-T4
22-09-2020 16:07:32;Opiskelija_155;L04-T4
22-09-2020 15:21:00;Opiskelija_156;L04-T4
27-09-2020 19:51:54;Opiskelija_157;L04-T4
22-09-2020 19:39:53;Opiskelija_158;L04-T4
28-09-2020 15:06:17;Opiskelija_159;L04-T4
28-09-2020 20:46:53;Opiskelija_160;L04-T4
24-09-2020 11:12:32;Opiskelija_162;L04-T4
23-09-2020 21:23:59;Opiskelija_163;L04-T4
28-09-2020 10:17:18;Opiskelija_164;L04-T4
23-09-2020 16:29:00;Opiskelija_165;L04-T4
23-09-2020 16:38:55;Opiskelija_166;L04-T4
22-09-2020 18:36:25;Opiskelija_167;L04-T4
28-09-2020 18:35:35;Opiskelija_168;L04-T4
23-09-2020 16:24:51;Opiskelija_169;L04-T4
22-09-2020 16:42:25;Opiskelija_170;L04-T4
29-09-2020 01:55:45;Opiskelija_171;L04-T4
25-09-2020 12:38:27;Opiskelija_172;L04-T4
28-09-2020 19:29:21;Opiskelija_173;L04-T4
23-09-2020 15:22:12;Opiskelija_174;L04-T4
24-09-2020 15:50:07;Opiskelija_175;L04-T4
22-09-2020 13:23:40;Opiskelija_176;L04-T4
28-09-2020 21:04:53;Opiskelija_178;L04-T4
22-09-2020 17:28:41;Opiskelija_179;L04-T4
28-09-2020 19:26:50;Opiskelija_181;L04-T4
28-09-2020 19:21:01;Opiskelija_182;L04-T4
25-09-2020 17:57:47;Opiskelija_183;L04-T4
24-09-2020 20:34:17;Opiskelija_185;L04-T4
22-09-2020 17:05:58;Opiskelija_186;L04-T4
22-09-2020 13:16:36;Opiskelija_187;L04-T4
22-09-2020 15:33:41;Opiskelija_188;L04-T4
25-09-2020 19:28:09;Opiskelija_189;L04-T4
23-09-2020 19:45:35;Opiskelija_190;L04-T4
28-09-2020 21:16:19;Opiskelija_191;L04-T4
22-09-2020 16:26:34;Opiskelija_195;L04-T4
28-09-2020 19:47:56;Opiskelija_196;L04-T4
23-09-2020 21:42:57;Opiskelija_199;L04-T4
27-09-2020 20:26:30;Opiskelija_200;L04-T4
28-09-2020 12:23:43;Opiskelija_201;L04-T4
25-09-2020 14:39:50;Opiskelija_202;L04-T4
22-09-2020 20:01:05;Opiskelija_203;L04-T4
23-09-2020 22:15:46;Opiskelija_204;L04-T4
29-09-2020 00:10:43;Opiskelija_205;L04-T4
24-09-2020 09:24:06;Opiskelija_206;L04-T4
24-09-2020 11:11:09;Opiskelija_208;L04-T4
23-09-2020 18:20:55;Opiskelija_209;L04-T4
28-09-2020 15:39:52;Opiskelija_210;L04-T4
25-09-2020 20:03:30;Opiskelija_212;L04-T4
29-09-2020 00:29:38;Opiskelija_213;L04-T4
22-09-2020 17:08:42;Opiskelija_214;L04-T4
22-09-2020 14:07:48;Opiskelija_215;L04-T4
27-09-2020 19:32:51;Opiskelija_216;L04-T4
25-09-2020 14:02:19;Opiskelija_217;L04-T4
22-09-2020 08:51:10;Opiskelija_218;L04-T4
22-09-2020 18:50:08;Opiskelija_219;L04-T4
28-09-2020 17:15:17;Opiskelija_220;L04-T4
28-09-2020 11:51:24;Opiskelija_222;L04-T4
28-09-2020 14:38:42;Opiskelija_223;L04-T4
28-09-2020 14:40:48;Opiskelija_224;L04-T4
26-09-2020 13:18:05;Opiskelija_225;L04-T4
28-09-2020 17:13:23;Opiskelija_226;L04-T4
28-09-2020 23:18:25;Opiskelija_227;L04-T4
22-09-2020 13:29:42;Opiskelija_228;L04-T4
23-09-2020 11:33:57;Opiskelija_229;L04-T4
28-09-2020 14:12:11;Opiskelija_231;L04-T4
28-09-2020 14:44:57;Opiskelija_232;L04-T4
23-09-2020 15:45:42;Opiskelija_235;L04-T4
24-09-2020 18:11:26;Opiskelija_237;L04-T4
28-09-2020 19:25:34;Opiskelija_238;L04-T4
22-09-2020 14:23:03;Opiskelija_239;L04-T4
25-09-2020 19:46:07;Opiskelija_240;L04-T4
28-09-2020 20:32:51;Opiskelija_241;L04-T4
22-09-2020 16:58:17;Opiskelija_242;L04-T4
28-09-2020 18:03:59;Opiskelija_243;L04-T4
29-09-2020 01:56:52;Opiskelija_244;L04-T4
27-09-2020 21:32:30;Opiskelija_245;L04-T4
27-09-2020 18:15:06;Opiskelija_246;L04-T4
28-09-2020 11:27:20;Opiskelija_247;L04-T4
27-09-2020 17:30:18;Opiskelija_248;L04-T4
28-09-2020 01:22:44;Opiskelija_249;L04-T4
22-09-2020 16:19:38;Opiskelija_250;L04-T4
29-09-2020 02:39:27;Opiskelija_253;L04-T4
25-09-2020 15:16:20;Opiskelija_254;L04-T4
24-09-2020 13:41:58;Opiskelija_255;L04-T4
28-09-2020 21:14:29;Opiskelija_256;L04-T4
24-09-2020 13:21:14;Opiskelija_257;L04-T4
22-09-2020 21:55:14;Opiskelija_258;L04-T4
22-09-2020 12:47:15;Opiskelija_259;L04-T4
23-09-2020 15:59:59;Opiskelija_260;L04-T4
26-09-2020 14:45:30;Opiskelija_262;L04-T4
23-09-2020 19:05:01;Opiskelija_263;L04-T4
22-09-2020 13:51:23;Opiskelija_265;L04-T4
22-09-2020 14:47:05;Opiskelija_266;L04-T4
25-09-2020 15:06:40;Opiskelija_267;L04-T4
25-09-2020 17:33:50;Opiskelija_268;L04-T4
24-09-2020 00:36:41;Opiskelija_269;L04-T4
22-09-2020 16:03:27;Opiskelija_270;L04-T4
28-09-2020 16:44:52;Opiskelija_271;L04-T4
24-09-2020 20:57:05;Opiskelija_272;L04-T4
28-09-2020 20:00:59;Opiskelija_274;L04-T4
28-09-2020 17:48:42;Opiskelija_275;L04-T4
22-09-2020 16:37:27;Opiskelija_276;L04-T4
25-09-2020 08:35:59;Opiskelija_277;L04-T4
23-09-2020 11:16:33;Opiskelija_278;L04-T4
24-09-2020 13:27:31;Opiskelija_282;L04-T4
22-09-2020 09:34:01;Opiskelija_283;L04-T4
23-09-2020 12:27:43;Opiskelija_286;L04-T4
27-09-2020 15:57:45;Opiskelija_287;L04-T4
22-09-2020 16:31:35;Opiskelija_288;L04-T4
28-09-2020 19:01:17;Opiskelija_290;L04-T4
22-09-2020 12:51:28;Opiskelija_292;L04-T4
28-09-2020 20:36:55;Opiskelija_293;L04-T4
27-09-2020 23:15:19;Opiskelija_294;L04-T4
22-09-2020 16:31:25;Opiskelija_295;L04-T4
24-09-2020 23:04:12;Opiskelija_296;L04-T4
22-09-2020 11:55:51;Opiskelija_297;L04-T4
28-09-2020 23:38:21;Opiskelija_300;L04-T4
28-09-2020 21:04:31;Opiskelija_301;L04-T4
24-09-2020 13:06:14;Opiskelija_302;L04-T4
23-09-2020 11:01:06;Opiskelija_303;L04-T4
22-09-2020 22:26:07;Opiskelija_304;L04-T4
22-09-2020 15:33:31;Opiskelija_305;L04-T4
22-09-2020 16:29:19;Opiskelija_306;L04-T4
23-09-2020 15:41:54;Opiskelija_307;L04-T4
28-09-2020 20:41:34;Opiskelija_308;L04-T4
22-09-2020 15:46:41;Opiskelija_309;L04-T4
23-09-2020 23:27:18;Opiskelija_310;L04-T4
23-09-2020 14:26:52;Opiskelija_311;L04-T4
28-09-2020 21:20:59;Opiskelija_312;L04-T4
28-09-2020 14:05:33;Opiskelija_313;L04-T4
25-09-2020 13:32:56;Opiskelija_315;L04-T4
28-09-2020 20:38:56;Opiskelija_316;L04-T4
23-09-2020 14:24:23;Opiskelija_318;L04-T4
26-09-2020 18:25:36;Opiskelija_319;L04-T4
25-09-2020 14:57:29;Opiskelija_320;L04-T4
22-09-2020 15:03:47;Opiskelija_321;L04-T4
28-09-2020 20:23:14;Opiskelija_322;L04-T4
28-09-2020 17:17:17;Opiskelija_323;L04-T4
22-09-2020 13:00:59;Opiskelija_324;L04-T4
28-09-2020 12:23:34;Opiskelija_325;L04-T4
22-09-2020 20:29:11;Opiskelija_326;L04-T4
23-09-2020 18:11:57;Opiskelija_327;L04-T4
28-09-2020 14:49:02;Opiskelija_328;L04-T4
23-09-2020 12:42:54;Opiskelija_329;L04-T4
26-09-2020 12:47:50;Opiskelija_330;L04-T4
28-09-2020 17:11:29;Opiskelija_331;L04-T4
22-09-2020 15:53:34;Opiskelija_332;L04-T4
29-09-2020 00:43:57;Opiskelija_333;L04-T4
28-09-2020 17:45:15;Opiskelija_334;L04-T4
22-09-2020 15:16:52;Opiskelija_335;L04-T4
24-09-2020 15:42:24;Opiskelija_337;L04-T4
27-09-2020 13:18:53;Opiskelija_338;L04-T4
24-09-2020 08:13:26;Opiskelija_339;L04-T4
23-09-2020 15:02:59;Opiskelija_340;L04-T4
22-09-2020 16:56:36;Opiskelija_342;L04-T4
25-09-2020 19:27:13;Opiskelija_343;L04-T4
23-09-2020 19:17:37;Opiskelija_344;L04-T4
23-09-2020 15:20:05;Opiskelija_345;L04-T4
26-09-2020 23:38:20;Opiskelija_346;L04-T4
28-09-2020 19:04:44;Opiskelija_347;L04-T4
24-09-2020 02:30:00;Opiskelija_348;L04-T4
22-09-2020 19:35:36;Opiskelija_350;L04-T4
28-09-2020 22:04:41;Opiskelija_351;L04-T4
23-09-2020 13:48:56;Opiskelija_352;L04-T4
29-09-2020 01:26:24;Opiskelija_353;L04-T4
29-09-2020 04:04:30;Opiskelija_354;L04-T4
28-09-2020 21:12:35;Opiskelija_355;L04-T4
28-09-2020 11:46:25;Opiskelija_356;L04-T4
22-09-2020 13:10:48;Opiskelija_357;L04-T4
28-09-2020 17:27:57;Opiskelija_358;L04-T4
24-09-2020 13:09:42;Opiskelija_359;L04-T4
27-09-2020 21:57:10;Opiskelija_360;L04-T4
24-09-2020 20:05:42;Opiskelija_362;L04-T4
22-09-2020 13:59:46;Opiskelija_364;L04-T4
24-09-2020 16:51:35;Opiskelija_365;L04-T4
23-09-2020 11:57:27;Opiskelija_366;L04-T4
27-09-2020 16:43:25;Opiskelija_367;L04-T4
24-09-2020 13:28:43;Opiskelija_368;L04-T4
22-09-2020 16:29:37;Opiskelija_369;L04-T4
22-09-2020 15:49:19;Opiskelija_370;L04-T4
24-09-2020 14:51:22;Opiskelija_371;L04-T4
23-09-2020 16:40:20;Opiskelija_372;L04-T4
22-09-2020 15:12:10;Opiskelija_373;L04-T4
23-09-2020 17:20:40;Opiskelija_374;L04-T4
27-09-2020 19:46:25;Opiskelija_377;L04-T4
24-09-2020 15:53:04;Opiskelija_378;L04-T4
24-09-2020 10:56:26;Opiskelija_379;L04-T4
28-09-2020 16:46:05;Opiskelija_380;L04-T4
25-09-2020 19:33:01;Opiskelija_381;L04-T4
22-09-2020 13:03:33;Opiskelija_382;L04-T4
28-09-2020 12:41:42;Opiskelija_383;L04-T4
28-09-2020 11:37:49;Opiskelija_385;L04-T4
25-09-2020 11:03:13;Opiskelija_386;L04-T4
22-09-2020 10:56:44;Opiskelija_387;L04-T4
28-09-2020 18:36:57;Opiskelija_389;L04-T4
25-09-2020 13:04:46;Opiskelija_390;L04-T4
29-09-2020 01:54:22;Opiskelija_391;L04-T4
28-09-2020 21:02:34;Opiskelija_392;L04-T4
28-09-2020 23:15:15;Opiskelija_393;L04-T4
25-09-2020 17:18:36;Opiskelija_394;L04-T4
24-09-2020 08:51:05;Opiskelija_395;L04-T4
24-09-2020 01:41:14;Opiskelija_399;L04-T4
23-09-2020 16:34:47;Opiskelija_401;L04-T4
22-09-2020 17:28:41;Opiskelija_402;L04-T4
24-09-2020 21:16:09;Opiskelija_403;L04-T4
23-09-2020 11:31:05;Opiskelija_404;L04-T4
23-09-2020 19:06:21;Opiskelija_405;L04-T4
24-09-2020 15:56:28;Opiskelija_407;L04-T4
27-09-2020 15:08:44;Opiskelija_408;L04-T4
22-09-2020 15:48:59;Opiskelija_409;L04-T4
29-09-2020 01:18:01;Opiskelija_410;L04-T4
22-09-2020 06:13:24;Opiskelija_411;L04-T4
25-09-2020 23:19:37;Opiskelija_412;L04-T4
22-09-2020 17:25:16;Opiskelija_413;L04-T4
28-09-2020 22:31:22;Opiskelija_414;L04-T4
23-09-2020 17:37:30;Opiskelija_415;L04-T4
23-09-2020 12:48:35;Opiskelija_416;L04-T4
27-09-2020 20:33:00;Opiskelija_418;L04-T4
23-09-2020 11:32:40;Opiskelija_419;L04-T4
25-09-2020 14:39:05;Opiskelija_420;L04-T4
22-09-2020 17:06:17;Opiskelija_421;L04-T4
29-09-2020 02:14:43;Opiskelija_422;L04-T4
24-09-2020 22:01:16;Opiskelija_423;L04-T4
23-09-2020 14:13:13;Opiskelija_424;L04-T4
27-09-2020 13:41:49;Opiskelija_425;L04-T4
25-09-2020 09:39:17;Opiskelija_429;L04-T4
23-09-2020 18:06:56;Opiskelija_430;L04-T4
28-09-2020 20:18:50;Opiskelija_431;L04-T4
28-09-2020 20:41:47;Opiskelija_433;L04-T4
28-09-2020 19:04:19;Opiskelija_434;L04-T4
22-09-2020 19:51:04;Opiskelija_435;L04-T4
22-09-2020 16:26:46;Opiskelija_436;L04-T4
28-09-2020 17:04:53;Opiskelija_437;L04-T4
25-09-2020 13:32:17;Opiskelija_439;L04-T4
25-09-2020 22:36:43;Opiskelija_440;L04-T4
28-09-2020 13:55:46;Opiskelija_441;L04-T4
27-09-2020 19:42:33;Opiskelija_443;L04-T4
28-09-2020 19:31:41;Opiskelija_444;L04-T4
29-09-2020 02:21:11;Opiskelija_445;L04-T4
28-09-2020 12:50:01;Opiskelija_448;L04-T4
22-09-2020 14:24:58;Opiskelija_449;L04-T4
23-09-2020 15:29:19;Opiskelija_450;L04-T4
28-09-2020 14:30:39;Opiskelija_451;L04-T4
24-09-2020 22:33:40;Opiskelija_452;L04-T4
22-09-2020 10:10:37;Opiskelija_453;L04-T4
28-09-2020 18:57:10;Opiskelija_454;L04-T4
22-09-2020 17:14:59;Opiskelija_455;L04-T4
22-09-2020 16:20:53;Opiskelija_456;L04-T4
28-09-2020 20:58:27;Opiskelija_457;L04-T4
26-09-2020 16:07:01;Opiskelija_458;L04-T4
29-09-2020 00:38:08;Opiskelija_459;L04-T4
28-09-2020 15:04:29;Opiskelija_462;L04-T4
26-09-2020 20:12:24;Opiskelija_463;L04-T4
29-09-2020 00:26:05;Opiskelija_464;L04-T4
23-09-2020 17:06:21;Opiskelija_465;L04-T4
22-09-2020 13:34:39;Opiskelija_466;L04-T4
29-09-2020 02:02:58;Opiskelija_467;L04-T4
28-09-2020 21:12:57;Opiskelija_468;L04-T4
24-09-2020 22:44:15;Opiskelija_469;L04-T4
29-09-2020 00:30:59;Opiskelija_470;L04-T4
22-09-2020 14:01:19;Opiskelija_471;L04-T4
28-09-2020 16:56:27;Opiskelija_472;L04-T4
22-09-2020 16:27:32;Opiskelija_474;L04-T4
26-09-2020 20:45:00;Opiskelija_475;L04-T4
25-09-2020 10:05:30;Opiskelija_476;L04-T4
22-09-2020 17:16:42;Opiskelija_477;L04-T4
27-09-2020 01:19:20;Opiskelija_478;L04-T4
28-09-2020 16:49:40;Opiskelija_481;L04-T4
24-09-2020 04:21:24;Opiskelija_482;L04-T4
27-09-2020 15:16:41;Opiskelija_484;L04-T4
28-09-2020 18:56:21;Opiskelija_485;L04-T4
28-09-2020 01:36:07;Opiskelija_486;L04-T4
24-09-2020 22:04:46;Opiskelija_487;L04-T4
22-09-2020 11:51:54;Opiskelija_488;L04-T4
23-09-2020 17:50:57;Opiskelija_489;L04-T4
23-09-2020 23:07:44;Opiskelija_490;L04-T4
22-09-2020 13:43:30;Opiskelija_492;L04-T4
26-09-2020 14:16:05;Opiskelija_493;L04-T4
24-09-2020 20:47:32;Opiskelija_494;L04-T4
22-09-2020 21:52:02;Opiskelija_495;L04-T4
23-09-2020 15:19:38;Opiskelija_496;L04-T4
22-09-2020 14:13:45;Opiskelija_497;L04-T4
29-09-2020 01:49:30;Opiskelija_498;L04-T4
22-09-2020 19:01:09;Opiskelija_499;L04-T4
25-09-2020 12:50:59;Opiskelija_500;L04-T4
28-09-2020 19:00:47;Opiskelija_501;L04-T4
22-09-2020 21:41:22;Opiskelija_502;L04-T4
25-09-2020 12:53:15;Opiskelija_503;L04-T4
26-09-2020 20:13:22;Opiskelija_505;L04-T4
27-09-2020 20:03:35;Opiskelija_506;L04-T4
27-09-2020 17:49:33;Opiskelija_507;L04-T4
22-09-2020 21:57:40;Opiskelija_508;L04-T4
28-09-2020 15:50:17;Opiskelija_509;L04-T4
27-09-2020 20:32:50;Opiskelija_510;L04-T4
23-09-2020 13:00:27;Opiskelija_511;L04-T4
27-09-2020 23:32:05;Opiskelija_512;L04-T4
28-09-2020 19:58:11;Opiskelija_514;L04-T4
25-09-2020 17:15:51;Opiskelija_515;L04-T4
25-09-2020 12:02:30;Opiskelija_516;L04-T4
24-09-2020 16:56:54;Opiskelija_517;L04-T4
28-09-2020 01:38:08;Opiskelija_001;L04-T5
22-09-2020 16:19:16;Opiskelija_003;L04-T5
25-09-2020 14:40:16;Opiskelija_004;L04-T5
22-09-2020 07:54:39;Opiskelija_005;L04-T5
25-09-2020 14:17:30;Opiskelija_007;L04-T5
22-09-2020 20:02:59;Opiskelija_008;L04-T5
22-09-2020 20:51:25;Opiskelija_010;L04-T5
23-09-2020 19:54:15;Opiskelija_011;L04-T5
28-09-2020 15:51:32;Opiskelija_012;L04-T5
28-09-2020 20:00:40;Opiskelija_014;L04-T5
28-09-2020 13:03:48;Opiskelija_015;L04-T5
22-09-2020 17:37:00;Opiskelija_016;L04-T5
24-09-2020 14:35:42;Opiskelija_017;L04-T5
22-09-2020 18:01:07;Opiskelija_018;L04-T5
24-09-2020 20:40:42;Opiskelija_019;L04-T5
22-09-2020 22:54:18;Opiskelija_020;L04-T5
27-09-2020 21:59:27;Opiskelija_022;L04-T5
24-09-2020 23:57:34;Opiskelija_023;L04-T5
24-09-2020 23:16:19;Opiskelija_024;L04-T5
23-09-2020 15:15:45;Opiskelija_026;L04-T5
28-09-2020 20:09:39;Opiskelija_027;L04-T5
27-09-2020 12:33:05;Opiskelija_030;L04-T5
28-09-2020 23:35:00;Opiskelija_031;L04-T5
29-09-2020 00:45:01;Opiskelija_032;L04-T5
28-09-2020 15:39:10;Opiskelija_034;L04-T5
24-09-2020 11:33:34;Opiskelija_035;L04-T5
22-09-2020 20:31:09;Opiskelija_036;L04-T5
23-09-2020 14:15:54;Opiskelija_038;L04-T5
25-09-2020 15:27:45;Opiskelija_039;L04-T5
28-09-2020 15:08:41;Opiskelija_040;L04-T5
23-09-2020 17:05:48;Opiskelija_041;L04-T5
24-09-2020 18:32:41;Opiskelija_042;L04-T5
23-09-2020 12:33:45;Opiskelija_043;L04-T5
28-09-2020 20:23:54;Opiskelija_044;L04-T5
22-09-2020 21:44:24;Opiskelija_045;L04-T5
22-09-2020 20:24:03;Opiskelija_046;L04-T5
23-09-2020 12:53:30;Opiskelija_047;L04-T5
29-09-2020 02:43:06;Opiskelija_048;L04-T5
24-09-2020 15:23:37;Opiskelija_050;L04-T5
25-09-2020 23:53:23;Opiskelija_051;L04-T5
27-09-2020 21:23:38;Opiskelija_052;L04-T5
24-09-2020 18:44:00;Opiskelija_053;L04-T5
22-09-2020 21:30:24;Opiskelija_054;L04-T5
27-09-2020 18:18:38;Opiskelija_055;L04-T5
23-09-2020 12:21:12;Opiskelija_056;L04-T5
24-09-2020 19:00:06;Opiskelija_057;L04-T5
27-09-2020 11:23:43;Opiskelija_058;L04-T5
23-09-2020 12:19:26;Opiskelija_059;L04-T5
22-09-2020 16:43:24;Opiskelija_060;L04-T5
22-09-2020 16:26:36;Opiskelija_062;L04-T5
23-09-2020 21:24:05;Opiskelija_063;L04-T5
22-09-2020 15:54:46;Opiskelija_064;L04-T5
22-09-2020 17:34:55;Opiskelija_066;L04-T5
28-09-2020 17:52:56;Opiskelija_067;L04-T5
24-09-2020 13:29:40;Opiskelija_068;L04-T5
22-09-2020 16:16:06;Opiskelija_069;L04-T5
28-09-2020 20:35:25;Opiskelija_070;L04-T5
24-09-2020 21:08:53;Opiskelija_071;L04-T5
29-09-2020 04:46:19;Opiskelija_072;L04-T5
24-09-2020 15:23:14;Opiskelija_074;L04-T5
28-09-2020 19:13:48;Opiskelija_075;L04-T5
24-09-2020 14:19:49;Opiskelija_078;L04-T5
28-09-2020 15:04:02;Opiskelija_079;L04-T5
24-09-2020 09:43:33;Opiskelija_080;L04-T5
26-09-2020 10:55:04;Opiskelija_081;L04-T5
26-09-2020 23:59:14;Opiskelija_083;L04-T5
28-09-2020 14:26:46;Opiskelija_084;L04-T5
28-09-2020 21:13:40;Opiskelija_085;L04-T5
25-09-2020 18:55:49;Opiskelija_087;L04-T5
22-09-2020 14:12:54;Opiskelija_088;L04-T5
23-09-2020 17:13:15;Opiskelija_089;L04-T5
22-09-2020 07:00:17;Opiskelija_091;L04-T5
24-09-2020 14:00:21;Opiskelija_092;L04-T5
28-09-2020 21:52:42;Opiskelija_093;L04-T5
27-09-2020 23:29:51;Opiskelija_094;L04-T5
24-09-2020 20:42:07;Opiskelija_095;L04-T5
28-09-2020 18:10:54;Opiskelija_097;L04-T5
24-09-2020 14:19:41;Opiskelija_098;L04-T5
26-09-2020 11:41:02;Opiskelija_100;L04-T5
22-09-2020 17:17:04;Opiskelija_103;L04-T5
22-09-2020 16:48:32;Opiskelija_104;L04-T5
22-09-2020 18:12:24;Opiskelija_106;L04-T5
24-09-2020 16:45:22;Opiskelija_107;L04-T5
23-09-2020 17:17:09;Opiskelija_108;L04-T5
27-09-2020 14:43:59;Opiskelija_109;L04-T5
29-09-2020 04:16:33;Opiskelija_110;L04-T5
24-09-2020 16:01:24;Opiskelija_111;L04-T5
28-09-2020 21:44:58;Opiskelija_112;L04-T5
24-09-2020 13:42:32;Opiskelija_113;L04-T5
28-09-2020 18:06:33;Opiskelija_116;L04-T5
28-09-2020 16:54:56;Opiskelija_117;L04-T5
28-09-2020 14:16:33;Opiskelija_118;L04-T5
28-09-2020 22:46:44;Opiskelija_119;L04-T5
28-09-2020 13:13:35;Opiskelija_120;L04-T5
25-09-2020 17:09:15;Opiskelija_121;L04-T5
23-09-2020 15:20:23;Opiskelija_122;L04-T5
28-09-2020 21:11:18;Opiskelija_123;L04-T5
26-09-2020 21:31:04;Opiskelija_125;L04-T5
28-09-2020 14:15:17;Opiskelija_126;L04-T5
28-09-2020 22:10:08;Opiskelija_128;L04-T5
26-09-2020 22:59:10;Opiskelija_129;L04-T5
28-09-2020 15:44:26;Opiskelija_130;L04-T5
27-09-2020 13:04:37;Opiskelija_131;L04-T5
24-09-2020 13:55:52;Opiskelija_132;L04-T5
28-09-2020 10:27:08;Opiskelija_133;L04-T5
28-09-2020 17:23:13;Opiskelija_134;L04-T5
28-09-2020 14:04:20;Opiskelija_135;L04-T5
22-09-2020 15:34:26;Opiskelija_136;L04-T5
22-09-2020 10:00:50;Opiskelija_137;L04-T5
22-09-2020 08:37:51;Opiskelija_141;L04-T5
24-09-2020 14:38:42;Opiskelija_143;L04-T5
28-09-2020 16:55:57;Opiskelija_144;L04-T5
28-09-2020 21:24:45;Opiskelija_145;L04-T5
22-09-2020 15:48:12;Opiskelija_146;L04-T5
28-09-2020 22:16:57;Opiskelija_147;L04-T5
26-09-2020 12:46:34;Opiskelija_149;L04-T5
23-09-2020 18:01:18;Opiskelija_150;L04-T5
26-09-2020 16:14:36;Opiskelija_151;L04-T5
23-09-2020 19:09:35;Opiskelija_153;L04-T5
22-09-2020 16:15:20;Opiskelija_155;L04-T5
22-09-2020 15:45:29;Opiskelija_156;L04-T5
27-09-2020 20:00:22;Opiskelija_157;L04-T5
22-09-2020 19:53:34;Opiskelija_158;L04-T5
28-09-2020 15:23:05;Opiskelija_159;L04-T5
28-09-2020 21:11:01;Opiskelija_160;L04-T5
24-09-2020 12:30:19;Opiskelija_162;L04-T5
24-09-2020 15:05:42;Opiskelija_163;L04-T5
28-09-2020 17:35:40;Opiskelija_164;L04-T5
23-09-2020 17:05:25;Opiskelija_165;L04-T5
28-09-2020 14:13:31;Opiskelija_166;L04-T5
25-09-2020 07:57:39;Opiskelija_167;L04-T5
23-09-2020 16:42:54;Opiskelija_169;L04-T5
22-09-2020 14:27:28;Opiskelija_170;L04-T5
29-09-2020 02:12:23;Opiskelija_171;L04-T5
25-09-2020 15:32:39;Opiskelija_172;L04-T5
28-09-2020 15:16:41;Opiskelija_173;L04-T5
23-09-2020 15:32:42;Opiskelija_174;L04-T5
24-09-2020 15:58:49;Opiskelija_175;L04-T5
22-09-2020 13:49:47;Opiskelija_176;L04-T5
28-09-2020 21:23:27;Opiskelija_178;L04-T5
22-09-2020 18:08:48;Opiskelija_179;L04-T5
23-09-2020 11:46:03;Opiskelija_180;L04-T5
28-09-2020 21:42:06;Opiskelija_181;L04-T5
28-09-2020 15:09:48;Opiskelija_182;L04-T5
25-09-2020 18:19:42;Opiskelija_183;L04-T5
24-09-2020 20:50:20;Opiskelija_185;L04-T5
22-09-2020 17:34:31;Opiskelija_186;L04-T5
22-09-2020 13:23:00;Opiskelija_187;L04-T5
22-09-2020 15:50:47;Opiskelija_188;L04-T5
25-09-2020 19:38:40;Opiskelija_189;L04-T5
23-09-2020 20:17:07;Opiskelija_190;L04-T5
28-09-2020 21:30:47;Opiskelija_191;L04-T5
29-09-2020 00:10:17;Opiskelija_192;L04-T5
28-09-2020 16:58:13;Opiskelija_193;L04-T5
28-09-2020 22:26:39;Opiskelija_194;L04-T5
22-09-2020 17:48:19;Opiskelija_195;L04-T5
28-09-2020 20:04:18;Opiskelija_196;L04-T5
23-09-2020 22:37:52;Opiskelija_199;L04-T5
25-09-2020 16:46:27;Opiskelija_200;L04-T5
28-09-2020 16:22:46;Opiskelija_201;L04-T5
25-09-2020 15:05:01;Opiskelija_202;L04-T5
23-09-2020 10:51:33;Opiskelija_203;L04-T5
23-09-2020 23:03:42;Opiskelija_204;L04-T5
29-09-2020 00:24:43;Opiskelija_205;L04-T5
24-09-2020 09:39:41;Opiskelija_206;L04-T5
24-09-2020 16:43:24;Opiskelija_208;L04-T5
23-09-2020 19:08:29;Opiskelija_209;L04-T5
25-09-2020 20:33:17;Opiskelija_212;L04-T5
29-09-2020 00:43:13;Opiskelija_213;L04-T5
22-09-2020 17:09:33;Opiskelija_214;L04-T5
22-09-2020 14:56:20;Opiskelija_215;L04-T5
27-09-2020 19:42:58;Opiskelija_216;L04-T5
24-09-2020 11:20:57;Opiskelija_217;L04-T5
22-09-2020 09:03:40;Opiskelija_218;L04-T5
22-09-2020 19:34:24;Opiskelija_219;L04-T5
28-09-2020 18:05:04;Opiskelija_220;L04-T5
25-09-2020 17:39:07;Opiskelija_221;L04-T5
28-09-2020 16:53:39;Opiskelija_222;L04-T5
28-09-2020 15:27:56;Opiskelija_223;L04-T5
28-09-2020 15:03:07;Opiskelija_224;L04-T5
28-09-2020 13:56:44;Opiskelija_225;L04-T5
28-09-2020 16:23:48;Opiskelija_226;L04-T5
28-09-2020 23:36:49;Opiskelija_227;L04-T5
22-09-2020 13:35:38;Opiskelija_228;L04-T5
23-09-2020 11:44:42;Opiskelija_229;L04-T5
